id,original_title,cast,director,keywords,genres
10857,When the Wind Blows,Peggy Ashcroft|John Mills|Robin Houston|David Dundas,Jimmy T. Murakami,england|rain|firemen|dying and death|disaster,Animation|Comedy|Drama|War
70966,Kuryer,Fyodor Dunayevsky|Anastasiya Nemolyayeva|Oleg Basilashvili|Inna Churikova|Aleksandr Pankratov-Chyornyy,Karen Shakhnazarov,,Drama|Romance|Comedy
13766,SpaceCamp,Kate Capshaw|Lea Thompson|Kelly Preston|Larry B. Scott|Joaquin Phoenix,Harry Winer,space|astronaut|space shuttle|trapped in space|space camp,Family|Adventure
47340,Dead End Drive-In,Ned Manning|Natalie McCurry|Peter Whitford|Wilbur Wilde|Dave Gibson,Brian Trenchard-Smith,female nudity|electric fence|nudity|australian|australia,Action|Drama|Horror|Science Fiction|Thriller
42017,Absolute Beginners,Eddie O'Connell|Patsy Kensit|David Bowie|James Fox|Ray Davies,Julien Temple,london,Fantasy|Drama|Music|Romance
33516,Gothic,Gabriel Byrne|Julian Sands|Natasha Richardson|Myriam Cyr|Timothy Spall,Ken Russell,opium|literature|frankenstein|mystery|drug,Drama|Fantasy|Horror
34223,Vamp,Chris Makepeace|Sandy Baron|Robert Rusler|Dedee Pfeiffer|Gedde Watanabe,Richard Wenk,female nudity|nudity|vampire|strip club|chase,Comedy|Horror
11454,Manhunter,William Petersen|Kim Greist|Dennis Farina|Brian Cox|Joan Allen,Michael Mann,loss of family|covered investigation|eye|full moon|investigation,Crime|Horror|Thriller
24194,TerrorVision,Diane Franklin|Gerrit Graham|Mary Woronov|Chad Allen|Jon Gries,Ted Nicolaou,mutant|slime|satellite|alien,Horror|Science Fiction|Thriller
21867,Lady Jane,Helena Bonham Carter|Cary Elwes|John Wood|Patrick Stewart|Joss Ackland,Trevor Nunn,,Drama|Romance|History
38343,Yuppies 2,Massimo Boldi|Jerry CalÃ |Christian De Sica|Ezio Greggio|Federica Moro,Enrico Oldoini,,Comedy
11886,Robin Hood,Brian Bedford|Phil Harris|Peter Ustinov|Pat Buttram|Ken Curtis,Wolfgang Reitherman,hero|fox|robin hood|right and justice|outlaw,Animation|Family
9552,The Exorcist,Linda Blair|Max von Sydow|Ellen Burstyn|Jason Miller|Lee J. Cobb,William Friedkin,exorcism|holy water|religion and supernatural|vomit|christian,Drama|Horror|Thriller
253,Live and Let Die,Roger Moore|Yaphet Kotto|Jane Seymour|Clifton James|Julius Harris,Guy Hamilton,london|new york|bomb|england|spy,Adventure|Action|Thriller
203,Mean Streets,Harvey Keitel|Robert De Niro|David Proval|Amy Robinson|Richard Romanus,Martin Scorsese,epilepsy|protection money|secret love|money|redemption,Drama|Crime
9461,Enter the Dragon,Bruce Lee|Jim Kelly|John Saxon|Ahna Capri|Sek Kin,Robert Clouse,martial arts|kung fu,Crime|Thriller|Action
2362,Westworld,Yul Brynner|Richard Benjamin|James Brolin|Norman Bartold|Alan Oppenheimer,Michael Crichton,man vs machine|android|brothel|saloon|computer virus,Action|Adventure|Drama|Horror|Science Fiction
1705,Battle for the Planet of the Apes,Roddy McDowall|Lew Ayres|Bobby Porter|Richard Eastham|Claude Akins,J. Lee Thompson,post-apocalyptic|dystopia|ape,Action|Science Fiction
931,Don't Look Now,Julie Christie|Donald Sutherland|Hilary Mason|Clelia Matania|Massimo Serato,Nicolas Roeg,venice|italy|female nudity|sister sister relationship|gondola,Thriller|Drama|Horror
9277,The Sting,Paul Newman|Robert Redford|Robert Shaw|Charles Durning|Ray Walston,George Roy Hill,chicago|bet|horse race|repayment|con man,Comedy|Crime|Drama
10648,Magnum Force,Clint Eastwood|Hal Holbrook|Mitchell Ryan|David Soul|Tim Matheson,Ted Post,arbitrary law|covered investigation|uniform|investigation|inspector,Action|Crime|Thriller
11901,High Plains Drifter,Clint Eastwood|Verna Bloom|Marianna Hill|Mitchell Ryan|Jack Ging,Clint Eastwood,gunslinger|desperation|outlaw,Western
4909,The Day of the Jackal,Edward Fox|Michael Lonsdale|Olga Georges-Picot|Delphine Seyrig|Eric Porter,Fred Zinnemann,paris|france|assassination|assassin|traitor,Action|Thriller
40374,Breezy,William Holden|Kay Lenz|Roger C. Carmel|Marj Dusay|Joan Hotchkis,Clint Eastwood,female nudity|hippie|sex|beach|1970s,Drama|Romance
838,American Graffiti,Richard Dreyfuss|Ron Howard|Paul Le Mat|Charles Martin Smith|Cindy Williams,George Lucas,farewell|rock and roll|robbery|love at first sight|car race,Comedy|Drama
12101,Soylent Green,Charlton Heston|Edward G. Robinson|Leigh Taylor-Young|Chuck Connors|Joseph Cotten,Richard Fleischer,paranoia|dystopia|overpopulation|near future,Mystery|Science Fiction|Thriller
5924,Papillon,Steve McQueen|Dustin Hoffman|Victor Jory|Don Gordon|Anthony Zerbe,Franklin J. Schaffner,prison|escape from prison|devil's island,Crime|Drama
11561,Sleeper,Woody Allen|Diane Keaton|John Beck|Mary Gregory|Brian Avery,Woody Allen,sex|revolution|future|dystopia|government,Science Fiction|Comedy|Romance
12545,Jesus Christ Superstar,Ted Neeley|Carl Anderson|Yvonne Elliman|Barry Dennen|Bob Bingham,Norman Jewison,israel|dance|jesus christ|crucifixion|musical,Drama|History|Music
9040,Serpico,Al Pacino|John Randolph Jones|Jack Kehoe|Biff McGuire|Barbara Eda-Young,Sidney Lumet,corruption|hippie|money,Crime|Drama|History
27331,Charley Varrick,Walter Matthau|Joe Don Baker|Felicia Farr|Andrew Robinson|Sheree North,Don Siegel,small town|pilot|bank heist,Action|Crime|Drama|Thriller
11293,Paper Moon,Ryan O'Neal|Tatum O'Neal|Madeline Kahn|John Hillerman|P.J. Johnson,Peter Bogdanovich,bible|con man|carnival|funeral|great depression,Comedy|Crime|Drama
2926,The Three Musketeers,Michael York|Oliver Reed|Richard Chamberlain|Frank Finlay|Faye Dunaway,Richard Lester,france|fight|louis xiii.|extramarital affair,Action|Adventure|Comedy|Drama
1847,The Long Goodbye,Elliott Gould|Nina van Pallandt|Sterling Hayden|Mark Rydell|David Arkin,Robert Altman,detective|mission of murder|police operation|victim of murder|united statesâ€“mexico barrier,Thriller|Crime|Drama|Mystery
11577,Pat Garrett & Billy the Kid,James Coburn|Kris Kristofferson|Richard Jaeckel|Katy Jurado|Chill Wills,Sam Peckinpah,sheriff|aging|billy the kid|lawlessness|old friends,Western
17897,The Golden Voyage of Sinbad,John Phillip Law|Caroline Munro|Tom Baker|Douglas Wilmer|Martin Shaw,Gordon Hessler,tattoo|sinbad,Action|Adventure|Drama|Family|Fantasy
16180,The Legend of Hell House,Pamela Franklin|Roddy McDowall|Clive Revill|Gayle Hunnicutt|Roland Culver,John Hough,isolation|medium|afterlife|physicist|haunting,Horror|Mystery
14886,The Last Detail,Jack Nicholson|Otis Young|Randy Quaid|Clifton James|Carol Kane,Hal Ashby,taxi|sailor|road movie,Comedy|Drama
15171,Charlotte's Web,Debbie Reynolds|Henry Gibson|Danny Bonaduce|Agnes Moorehead|Bob Holt,Charles A. Nichols|Iwao Takamoto,spider|musical|talking animal|drying self with towel|animal human communication,Animation|Drama|Family
30708,Cahill U.S. Marshal,John Wayne|George Kennedy|Gary Grimes|Neville Brand|Clay O'Brien,Andrew V. McLaglen,u.s. marshal|cowboy and outlaw,Drama|Western
3133,Badlands,Martin Sheen|Sissy Spacek|Warren Oates|Gary Littlejohn|Alan Vint,Terrence Malick,mass murder|father murder|on the run|gritty|south dakota,Crime|Drama
22021,Coffy,Pam Grier|Robert DoQui|Sid Haig|Booker Bradshaw|William Elliott,Jack Hill ,orderly|right and justice|blaxploitation|afro,Action|Adventure|Drama
53868,The Vault of Horror,Anna Massey|Terry-Thomas|Glynis Johns|John Forbes-Robertson|Curd JÃ¼rgens,Roy Ward Baker,vault|vampire|painting|dismemberment of human beings|scam,Horror
22307,Sisters,Margot Kidder|Jennifer Salt|Charles Durning|William Finley|Lisle Wilson,Brian De Palma,sex|detective|nudity|hallucination|witness,Horror|Thriller
40682,The Train Robbers,John Wayne|Ann-Margret|Rod Taylor|Ben Johnson|Christopher George,Burt Kennedy,gold|widow|hired gun,Action|Western
13479,A Charlie Brown Thanksgiving,Todd Barbee|Robin Kohn|Stephen Shea|Stephen Shea,Bill Melendez|Phil Roman,holiday,Animation|Comedy|Family
25473,Walking Tall,"Joe Don Baker|Elizabeth Hartman|Gene Evans|Noah Beery, Jr.|Brenda Benet",Phil Karlson,female nudity|gambling|corruption|martial arts|sheriff,Action|Crime|Drama
3117,Frankenstein and the Monster from Hell,Peter Cushing|Shane Briant|Madeline Smith|David Prowse|John Stratton,Terence Fisher,insane asylum|frankenstein|mad scientist|hammer horror|human experiment,Horror|Science Fiction
8327,The Holy Mountain,Alejandro Jodorowsky|Horacio Salinas|Zamira Saunders|Juan Ferrara|Adriana Page,Alejandro Jodorowsky,christianity|mexico|1970s|thief|surrealism,Drama
26332,Electra Glide in Blue,Robert Blake|Mitchell Ryan|Billy Green Bush|Jeannine Riley|Elisha Cook Jr.,James William Guercio,cult film,Thriller|Crime|Drama|Mystery
25680,The Friends of Eddie Coyle,Robert Mitchum|Peter Boyle|Richard Jordan|Steven Keats|Alex Rocco,Peter Yates,boston|suspense|boston garden|gritty,Crime|Drama
10236,The Way We Were,Barbra Streisand|Robert Redford|Bradford Dillman|Lois Chiles|Patrick O'Neal,Sydney Pollack,communist|politics|anti-communism,Drama|Romance
43003,VÃ©ritÃ©s et Mensonges,Orson Welles|Joseph Cotten|Oja Kodar|Elmyr de Hory|Clifford Irving,Orson Welles,artist|manipulation|illusion|deception,Documentary
32615,The Offence,Sean Connery|Trevor Howard|Vivien Merchant|Ian Bannen|Peter Bowles,Sidney Lumet,suspense|child molester|policeman|gritty,Drama|Crime
35669,The Satanic Rites of Dracula,Christopher Lee|Peter Cushing|Michael Coles|William Franklyn|Freddie Jones,Alan Gibson,vampire|dracula|satanist|hammer horror|van helsing,Horror
70345,Sssssss,Strother Martin|Dirk Benedict|Heather Menzies|Richard B. Shull|Tim O'Connor,Bernard L. Kowalski,snake|experiment|serum|cobra|college student,Horror|Science Fiction
24923,Messiah of Evil,Michael Greer|Marianna Hill|Joy Bang|Anitra Ford|Royal Dano,Willard Huyck|Gloria Katz,beach|small town|suspense|independent film|undead,Mystery|Horror
26015,Don't Be Afraid of the Dark,Kim Darby|Jim Hutton|William Demarest|Barbara Anderson|Pedro ArmendÃ¡riz Jr.,John Newland,haunted house|inheritance|fireplace|creature|demon,TV Movie|Horror
32080,The Seven-Ups,Roy Scheider|Jerry Leon|Tony Lo Bianco|Victor Arnold|Ken Kercheval,Philip D'Antoni,car chase,Action|Thriller|Drama|Crime
31587,Scarecrow,Gene Hackman|Al Pacino|Dorothy Tristan|Ann Wedgeworth|Richard Lynch,Jerry Schatzberg,friendship,Drama|Thriller
16307,The Wicker Man,Edward Woodward|Christopher Lee|Britt Ekland|Diane Cilento|Ingrid Pitt,Robin Hardy,island|virgin|human sacrifice|paganism,Horror|Thriller|Mystery
3043,Flesh for Frankenstein,Joe Dallesandro|Monique van Vooren|Udo Kier|Arno Juerging|Dalila Di Lazzaro,Paul Morrissey,male nudity|female nudity|monster|beheading|seduction,Horror
29425,The Crazies,Lane Carroll|Will MacMillan|Harold Wayne Jones|Lynn Lowry|Lloyd Hollar,George A. Romero,small town|biological weapon,Action|Drama|Horror|Thriller
26331,The Last of Sheila,Richard Benjamin|Dyan Cannon|James Coburn|Joan Hackett|James Mason,Herbert Ross,yacht|games,Drama|Thriller|Crime|Mystery
28498,Theatre of Blood,Vincent Price|Diana Rigg|Ian Hendry|Harry Andrews|Coral Browne,Douglas Hickox,revenge|shakespearean actor|epouvante,Comedy|Horror
28110,Dillinger,Warren Oates|Ben Johnson|Michelle Phillips|Cloris Leachman|Harry Dean Stanton,John Milius,prison|chicago|prostitute|bank robber|biography,Action|Crime|Drama
10112,The Aristocats,Phil Harris|Sterling Holloway|Scatman Crothers|Eva Gabor|Paul Winchell,Wolfgang Reitherman,paris|cat|butler|return|suspension,Animation|Comedy|Family|Adventure
1685,Beneath the Planet of the Apes,James Franciscus|Kim Hunter|Maurice Evans|Linda Harrison|Paul Richards,Ted Post,mutant|dystopia|survivor|astronaut|ape,Adventure|Science Fiction|Mystery
651,MASH,Donald Sutherland|Elliott Gould|Tom Skerritt|Sally Kellerman|Robert Duvall,Robert Altman,daily life|american  way of life|military spoof|doctor|korean war,Comedy|Drama|War
11589,Kelly's Heroes,Clint Eastwood|Telly Savalas|Don Rickles|Carroll O'Connor|Donald Sutherland,Brian G. Hutton,gold|world war ii|armor|campaign|us army,Action|Adventure|Comedy|Drama|War
29748,Taste the Blood of Dracula,Christopher Lee|Geoffrey Keen|Gwen Watford|Linda Hayden|Peter Sallis,Peter Sasdy,vampire|dracula|resurrection|hammer horror,Horror
11202,Patton,George C. Scott|Karl Malden|Stephen Young|Michael Strong|Carey Loftin,Franklin J. Schaffner,general|world war ii|normandy|biography|historical figure,Drama|History|War
9062,Love Story,Ali MacGraw|Ryan O'Neal|John Marley|Ray Milland|Russell Nype,Arthur Hiller,based on novel|harvard university|college|drama|cancer,Drama|Romance
38953,Ryan's Daughter,Robert Mitchum|Trevor Howard|Christopher Jones|John Mills|Leo McKern,David Lean,gun|officer|pub|village|mute,Drama|Romance
11165,Tora! Tora! Tora!,Martin Balsam|SÃ´ Yamamura|Joseph Cotten|Tatsuya Mihashi|E.G. Marshall,Richard Fleischer|Kinji Fukasaku|Toshio Masuda,japan|world war ii|pearl harbor|soldier|imperial japan,History|Action|Drama|Adventure|War
5722,Beyond the Valley of the Dolls,Dolly Read|Cynthia Myers|Marcia McBroom|John Lazar|Michael Blodgett,Russ Meyer,pop|pop star|musical,Comedy|Drama|Thriller
11916,Two Mules for Sister Sara,Shirley MacLaine|Clint Eastwood|Alberto Morin|John Kelly|Enrique Lucero,Don Siegel,gunslinger|mexico|french|treasure hunt|illegal prostitution,Western
4255,The Party at Kitty and Stud's,Sylvester Stallone|Henrietta Holm|Nicholas Warren|Frank Micelli|Jodi Van Prang,Morton Lewis,male nudity|female nudity|group sex|erection|penis,
10671,Airport,Burt Lancaster|Dean Martin|Jean Seberg|Jacqueline Bisset|George Kennedy,George Seaton,bomb|based on novel|airport|desperation|snow storm,Action|Drama|Thriller
2998,Zabriskie Point,Mark Frechette|Daria Halprin|Paul Fix|G. D. Spradlin|Bill Garaway,Michelangelo Antonioni,usa|1970s|students' movement,Drama|Romance
42594,Scream and Scream Again,Vincent Price|Christopher Lee|Peter Cushing|Judy Huxtable|Alfred Marks,Gordon Hessler,torture|scientist,Horror|Crime
13400,Santa Claus Is Comin' to Town,Fred Astaire|Mickey Rooney|Keenan Wynn|Paul Frees|Robie Lester,"Jules Bass|Arthur Rankin, Jr.",santa claus|musical|surrealism|stop motion animation|family relationships,TV Movie|Animation|Family|Fantasy
10364,Catch-22,Alan Arkin|Martin Balsam|Richard Benjamin|Art Garfunkel|Jack Gilford,Mike Nichols,world war ii|island|bomber|pianosa|american,War|Comedy|Drama
11040,Little Big Man,Dustin Hoffman|Faye Dunaway|Chief Dan George|Martin Balsam|Richard Mulligan,Arthur Penn,indian territory|indian|fight|settler|george armstrong custer,Action|Comedy|Drama|Western
14801,Colossus: The Forbin Project,Eric Braeden|Susan Clark|Gordon Pinsent|William Schallert|Leonid Rostoff,Joseph Sargent,,Science Fiction|Thriller
14384,Soldier Blue,Candice Bergen|Peter Strauss|Donald Pleasence|John Anderson|Jorge Rivero,Ralph Nelson,based on novel|attack|massacre|private,Action|Drama|Romance|Western
24918,The Twelve Chairs,Ron Moody|Frank Langella|Dom DeLuise|AndrÃ©as Voutsinas|Diana Coupland,Mel Brooks,russia|hidden fortune,Comedy
13765,Scrooge,Albert Finney|Edith Evans|Kenneth More|Laurence Naismith|Alec Guinness,Ronald Neame,musical|scrooge|ghost,Fantasy|Drama|Family
5620,"Nachts, wenn Dracula erwacht",Christopher Lee|Klaus Kinski|Herbert Lom|Maria Rohm|Fred Williams,JesÃºs Franco,dracula|blood|gothic horror,Horror
26606,Performance,James Fox|Mick Jagger|Anita Pallenberg|MichÃ¨le Breton|Ann Sidney,Nicolas Roeg|Donald Cammell,rock star|celebrity|androgyny,Music|Drama|Crime
26617,Five Easy Pieces,Jack Nicholson|Karen Black|Billy Green Bush|Fannie Flagg|Sally Struthers,Bob Rafelson,road trip|drifter|class differences|rebelliousness|pacific northwest,Drama
23506,The Wizard of Gore,Ray Sager|Judy Cler|Wayne Ratay|Phil Laurenson|Jim Rau,Herschell Gordon Lewis,detective|magic|hypnosis|illusion|independent film,Horror
9459,Woodstock,Joe Cocker|Richie Havens|Joan Baez|Arlo Guthrie|Crosby Stills & Nash,Michael Wadleigh,hippie|free love|musical|music|woodstock,Documentary|Music
23330,The Ballad of Cable Hogue,Jason Robards|Stella Stevens|David Warner|Slim Pickens|L.Q. Jones,Sam Peckinpah,prostitute|hobo|stagecoach|reverend|way station,Action|Comedy|Western
17276,Carry On Up the Jungle,Frankie Howerd|Sid James|Charles Hawtrey|Joan Sims|Terry Scott,Gerald Thomas,africa|jungle,Comedy
14676,A Man Called Horse,Richard Harris|Judith Anderson|Jean Gascon|Manu Tupou|Corinna Tsopei,Elliot Silverstein,ritual|first part|aristocrat|bear attack|sioux tribe,Action|Adventure|Drama|Western
132,Gimme Shelter,Mick Jagger|Keith Richards|Charlie Watts|Bill Wyman|Mick Taylor,Albert Maysles|Charlotte Zwerin|David Maysles,shelter|rolling stones|hells angels|music|concert,Documentary|Music
38765,Chisum,John Wayne|Forrest Tucker|Christopher George|Ben Johnson|Glenn Corbett,Andrew V. McLaglen,billy the kid|cattle|quick draw|pat garrett,Action|Western
20556,Let It Be,John Lennon|Paul McCartney|George Harrison|Ringo Starr,Michael Lindsay-Hogg,,Documentary|Music
26593,Rio Lobo,John Wayne|Jorge Rivero|Jennifer O'Neill|Jack Elam|Christopher Mitchum,Howard Hawks,sheriff|texas|traitor|colonel,Action|Western
59408,Deep End,Jane Asher|John Moulder-Brown|Karl Michael Vogler|Christopher Sanford|Diana Dors,Jerzy Skolimowski,diving|sex|adultery|nudity|fantasy,Romance|Drama|Comedy
5185,The Private Life of Sherlock Holmes,Robert Stephens|Colin Blakely|GeneviÃ¨ve Page|Christopher Lee|Tamara Toumanova,Billy Wilder,sherlock holmes|loch ness monster|german spy|midgets,Adventure|Comedy|Crime|Mystery|Romance
33157,Waterloo,Rod Steiger|Christopher Plummer|Orson Welles|Jack Hawkins|Virginia McKenna,Sergey Bondarchuk,napoleon bonaparte,Action|Drama|Foreign|History
31952,The Vampire Lovers,Ingrid Pitt|Peter Cushing|George Cole|Kate O'Mara|Ferdy Mayne,Roy Ward Baker,vampire|daughter|hammer horror,Horror
51992,And Soon the Darkness,Pamela Franklin|Michele Dotrice|Sandor ElÃ¨s|John Nettleton|Clare Kelly,Robert Fuest,france|language barrier|bicycle|murder|suspense,Mystery|Thriller
4910,The Man Who Haunted Himself,Roger Moore|Anton Rodgers|Olga Georges-Picot|Freddie Jones|Alastair Mackenzie,Basil Dearden,reality|car crash|madness|ghost|breakdown,Crime|Fantasy|Science Fiction|Thriller
27172,There Was a Crooked Man...,Kirk Douglas|Henry Fonda|Hume Cronyn|Warren Oates|Burgess Meredith,Joseph L. Mankiewicz,prison|escaped criminals|twist ending,Action|Comedy|Drama|Western
660,Thunderball,Sean Connery|Claudine Auger|Adolfo Celi|Luciana Paluzzi|Rik Van Nutter,Terence Young,paris|florida|fighter pilot|sanatorium|secret organization,Adventure|Action|Thriller
15121,The Sound of Music,Julie Andrews|Christopher Plummer|Eleanor Parker|Richard Haydn|Peggy Wood,Robert Wise,austria|world war ii|musical|music competition|based on play,Drama|Family|Music|Romance
907,Doctor Zhivago,Omar Sharif|Julie Christie|Geraldine Chaplin|Rod Steiger|Alec Guinness,David Lean,love triangle|nurse|suicide attempt|loss of family|world war i,Drama|Romance|War
10338,Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 hours 11 minutes,Stuart Whitman|Sarah Miles|James Fox|Alberto Sordi|Robert Morley,Ken Annakin,eiffel tower paris|air race|prize|british stereotype|reproduction,Action|Adventure|Comedy
13187,A Charlie Brown Christmas,Ann Altieri|Chris Doran|Sally Dryer|Bill Melendez|Karen Mendelson,Bill Melendez,holiday|christmas,Animation|Family|Comedy|TV Movie
4879,Ten Little Indians,Hugh O'Brian|Shirley Eaton|Fabian|Wilfrid Hyde-White|Dennis Price,George Pollock,isolation|house|agatha christie|isolated house,Crime|Drama|Thriller|Mystery
26811,Dr. Terror's House of Horrors,Christopher Lee|Peter Cushing|Donald Sutherland|Bernard Lee|Max Adrian,Freddie Francis,anthology film|crawling hand,Horror
37921,In Harm's Way,John Wayne|Kirk Douglas|Patricia Neal|Tom Tryon|Paula Prentiss,Otto Preminger,pearl harbor|naval officer|admiral|second chance,War|Drama
10243,The Flight of the Phoenix,James Stewart|Richard Attenborough|Peter Finch|Hardy KrÃ¼ger|Ernest Borgnine,Robert Aldrich,thirst|sahara|crew|plane crash|airplane crash,Adventure|Drama
14831,Help!,George Harrison|John Lennon|Paul McCartney|Ringo Starr|Leo McKern,Richard Lester,musical|music|cult|mad scientist|the beatles,Comedy|Music
16211,The Sons of Katie Elder,John Wayne|Dean Martin|Martha Hyer|Michael Anderson Jr.|Earl Holliman,Henry Hathaway,brother brother relationship|texas|revenge|murder,Action|Adventure|Drama|Western
15247,The Ipcress File,Michael Caine|Nigel Green|Guy Doleman|Sue Lloyd|Gordon Jackson,Sidney J. Furie,england|spy|cold war|espionage|swinging 60s,Thriller
315,"Faster, Pussycat! Kill! Kill!",Tura Satana|Haji|Lori Williams|Sue Bernard|Stuart Lancaster,Russ Meyer,killing|sports car|go-go dancer|eroticism|kidnapping,Action|Crime
886,The Cincinnati Kid,Steve McQueen|Edward G. Robinson|Ann-Margret|Karl Malden|Tuesday Weld,Norman Jewison,poker|gambling|new orleans|honesty,Drama
3681,What's New Pussycat?,Peter O'Toole|Peter Sellers|Woody Allen|Romy Schneider|Paula Prentiss,Clive Donner,journalist|ladykiller|gigolo|sex therapy|fashion journal,Comedy|Romance
21876,Von Ryan's Express,Frank Sinatra|Trevor Howard|Raffaella CarrÃ |Brad Dexter|Sergio Fantoni,Mark Robson,italian|prisoner of war|frontier|escape|pow,Action|Drama|History|Thriller|War
36583,Operation Crossbow,Sophia Loren|George Peppard|Trevor Howard|John Mills|Richard Johnson,Michael Anderson,german|nazis|rocket,Action|Thriller|War
13580,The Spy Who Came in from the Cold,Richard Burton|Claire Bloom|Oskar Werner|Sam Wanamaker|George Voskovec,Martin Ritt,library|spy|cold war|communist|iron curtain,Drama|Thriller
26573,Dr. Goldfoot and the Bikini Machine,Vincent Price|Frankie Avalon|Dwayne Hickman|Jack Mullaney|Fred Clark,Norman Taurog,secret agent|bikini|mad scientist|robot|world domination,Comedy|Science Fiction
24395,The Hill,Sean Connery|Harry Andrews|Ian Bannen|Alfred Lynch|Ossie Davis,Sidney Lumet,,Drama|War
21027,Shenandoah,James Stewart|Doug McClure|Glenn Corbett|Patrick Wayne|Rosemary Forsyth,Andrew V. McLaglen,widower|virginia,Action|Adventure|Drama|Western
16850,The Heroes of Telemark,Kirk Douglas|Richard Harris|Ulla Jacobsson|Michael Redgrave|David Weston,Anthony Mann,world war ii|saboteur|resistance fighter,Action|Drama|History
24134,Darling,Julie Christie|Laurence Harvey|Dirk Bogarde|JosÃ© Luis de Vilallonga|Roland Curram,John Schlesinger,italy|journalist|model,Drama|Romance
13524,Battle of the Bulge,Henry Fonda|Robert Shaw|Robert Ryan|Dana Andrews|George Montgomery,Ken Annakin,world war ii|panzer|tank|battle of the bulge|fuel depot,Drama|History|War
11481,Repulsion,Catherine Deneuve|Ian Hendry|John Fraser|Yvonne Furneaux|Patrick Wymark,Roman Polanski,london|schizophrenia|post traumatic stress  disorder|hallucination|lonelyness,Drama|Horror|Thriller
42745,The Skull,Peter Cushing|Christopher Lee|Patrick Wymark|Jill Bennett|Nigel Green,Freddie Francis,skull|marquis de sade,Thriller|Horror
1942,Bunny Lake Is Missing,Laurence Olivier|Carol Lynley|Keir Dullea|Martita Hunt|Anna Massey,Otto Preminger,baby-snatching,Thriller|Mystery
2428,The Greatest Story Ever Told,Max von Sydow|Michael Anderson Jr.|Carroll Baker|Ina Balin|Victor Buono,George Stevens,jesus christ|biography|epic,Drama|History
11694,Cat Ballou,Jane Fonda|Lee Marvin|Nat 'King' Cole|Stubby Kaye|Michael Callan,Elliot Silverstein,gunslinger|indian|ranch|daughter,Comedy|Western
36815,The Agony and the Ecstasy,Charlton Heston|Rex Harrison|Diane Cilento|Harry Andrews|Alberto Lupo,Carol Reed,pope,Drama
29715,Major Dundee,Charlton Heston|Richard Harris|Jim Hutton|James Coburn|Michael Anderson Jr.,Sam Peckinpah,mexico|prisoner of war|apache|raid|confederate,Action|Adventure|War|Western
30080,Ship of Fools,Vivien Leigh|Simone Signoret|JosÃ© Ferrer|Lee Marvin|Oskar Werner,Stanley Kramer,oscar award,War|Drama|Romance
20723,That Darn Cat!,Hayley Mills|Dean Jones|Dorothy Provine|Roddy McDowall|Frank Gorshin,Robert Stevenson,cat|hostage|map|sister|suburbia,Comedy|Drama|Family
28295,I Saw What You Did,Joan Crawford|John Ireland|Leif Erickson|Sara Lane|Andi Garrett,William Castle,male nudity|based on novel|nudity|murder|neighbor,Horror|Mystery|Thriller
29067,"Die, Monster, Die!",Boris Karloff|Nick Adams|Freda Jackson|Suzan Farmer|Terence De Marney,Daniel Haller,mutant|greenhouse|carnivorous plant|radioactive|h.p. lovecraft,Drama|Horror|Thriller|Science Fiction|Foreign
668,On Her Majesty's Secret Service,George Lazenby|Diana Rigg|Telly Savalas|Gabriele Ferzetti|Ilse Steppat,Peter R. Hunt,london|suicide|england|switzerland|secret identity,Adventure|Action|Thriller
642,Butch Cassidy and the Sundance Kid,Paul Newman|Robert Redford|Katharine Ross|Strother Martin|Henry Jones,George Roy Hill,wyoming|historical figure|loot sharing,History|Drama|Western|Crime
624,Easy Rider,Peter Fonda|Dennis Hopper|Antonio Mendoza|Phil Spector|Jack Nicholson,Dennis Hopper,rebel|adolescence|brothel|opium|arbitrary law,Action|Adventure|Crime|Drama
3116,Midnight Cowboy,Dustin Hoffman|Jon Voight|Sylvia Miles|John McGiver|Brenda Vaccaro,John Schlesinger,shower,Drama
576,The Wild Bunch,Ernest Borgnine|William Holden|Robert Ryan|Edmond O'Brien|Warren Oates,Sam Peckinpah,underdog|bounty hunter|texas|mexican revolution|shootout,Adventure|Western
11485,Take the Money and Run,Woody Allen|Janet Margolin|Marcel Hillaire|Jacquelyn Hyde,Woody Allen,prison|pickpocket|jinx|bad luck|wedding,Comedy|Crime
11463,Battle of Britain,Harry Andrews|Michael Caine|Trevor Howard|Curd JÃ¼rgens|Ian McShane,Guy Hamilton,world war ii|nazis|winston churchill|aviation|royal air force,Action|Drama|History|War
2370,Topaz,Frederick Stafford|Dany Robin|Claude Jade|Michel Subor|Karin Dor,Alfred Hitchcock,new york|cia|cuba|cold war|suspense,Action|Drama|Mystery|Thriller
13675,Frosty the Snowman,Jimmy Durante|Billy De Wolfe|Jackie Vernon|Paul Frees|June Foray,"Jules Bass|Arthur Rankin, Jr.",holiday|christmas,Family|Animation|TV Movie
28145,"They Shoot Horses, Don't They?",Jane Fonda|Michael Sarrazin|Susannah York|Gig Young|Red Buttons,Sydney Pollack,,Drama
20391,Paint Your Wagon,Lee Marvin|Clint Eastwood|Jean Seberg|Harve Presnell|Ray Walston,Joshua Logan,mining|prospector,Drama|Action|Comedy|Western|Music
14030,"Hello, Dolly!",Barbra Streisand|Walter Matthau|Michael Crawford|Louis Armstrong|Marianne McAndrew,Gene Kelly,based on play|based on stage musical|merchant|yonkers new york|borzoi,Comedy|Family|Music|Romance
